Timestamp_s,RED,IR
76.8007,107072,123384
76.8017,107078,123357
76.8017,107105,123406
76.8028,107157,123532
76.8048,107232,123651
76.8056,107264,123745
76.8056,107310,123829
76.8103,107360,123924
76.8103,107370,123944
77.2639,107378,123945
77.2705,107373,123929
77.2705,107374,123924
77.2705,107377,123935
77.2705,107390,123969
77.2755,107440,124009
77.2764,107457,124089
77.2786,107509,124175
77.2806,107544,124266
77.2828,107569,124364
77.2848,107589,124429
77.2867,107609,124459
77.2887,107646,124521
77.2913,107669,124542
77.2934,107670,124566
77.2944,107704,124610
77.2964,107720,124655
77.2986,107745,124703
77.3007,107761,124762
77.3172,107786,124839
77.3284,107835,124891
77.3308,107857,124984
77.339,107874,125083
77.3411,107921,125173
77.3458,107950,125254
77.7672,108002,125324
77.7672,108024,125449
77.7672,108068,125517
77.7762,108084,125599
77.7817,108083,125586
77.8115,107978,125384
77.8311,107835,125031
77.8513,107675,124705
77.8535,107591,124489
77.8535,107546,124416
77.8535,107584,124449
77.8535,107633,124529
77.8535,107664,124638
77.8535,107740,124746
77.8573,107733,124829
77.8584,107814,124942
77.8594,107820,125001
77.8594,107833,125060
77.861,107795,125039
77.861,107793,125032
77.8621,107796,125021
77.8621,107849,125045
77.8631,107869,125075
77.8631,107882,125141
77.8642,107920,125227
78.2657,107949,125265
78.2657,107984,125339
78.2804,108035,125426
78.2845,108021,125535
78.2884,108100,125603
78.295,108112,125694
78.2975,108182,125743
78.3062,108166,125820
78.309,108192,125878
78.3148,108192,125943
78.3158,108261,125975
78.3193,108262,126070
78.3214,108309,126125
78.3262,108325,126199
78.3321,108382,126256
78.3331,108396,126353
78.3331,108400,126388
78.3331,108446,126486
78.3331,108473,126573
78.3331,108507,126652
78.3331,108530,126707
78.3353,108486,126698
78.3353,108432,126521
78.3353,108264,126190
78.3367,108095,125861
78.7702,107982,125557
78.776,107937,125402
78.779,107882,125355
78.7837,107892,125395
78.7912,107936,125414
78.7957,107989,125452
78.8005,108006,125489
78.8031,108037,125560
78.8075,108037,125589
78.8095,108004,125586
78.8118,108047,125549
78.8139,107998,125506
78.8149,107976,125500
78.8174,107966,125503
78.8195,108029,125528
78.8251,108038,125559
78.8271,108054,125603
78.8281,108089,125698
78.8281,108135,125763
78.8281,108137,125826
78.8291,108141,125861
78.8291,108158,125932
78.8304,108213,125994
78.8311,108199,125967
78.8311,108229,126023
79.2765,108191,126020
79.2765,108244,125998
79.2885,108238,126030
79.2885,108261,126107
79.2967,108258,126118
79.301,108300,126167
79.3026,108311,126204
79.3075,108334,126221
79.3114,108318,126269
79.3235,108353,126350
79.3294,108383,126389
79.3371,108386,126369
79.3416,108338,126341
79.3466,108211,126073
79.3511,108047,125755
79.359,107897,125399
79.359,107819,125153
79.3641,107759,125080
79.3655,107780,125053
79.3672,107797,125110
79.3683,107813,125152
79.3688,107829,125146
79.3728,107857,125227
79.3777,107879,125313
79.3787,107901,125310
79.7711,107879,125304
79.7711,107858,125268
79.7711,107860,125257
79.7789,107858,125247
79.781,107886,125283
79.783,107885,125313
79.783,107923,125361
79.7848,107960,125459
79.7858,107975,125529
79.7897,108017,125591
79.7902,108044,125659
79.7962,108063,125715
79.7984,108084,125724
79.7994,108081,125779
79.7994,108112,125775
79.8004,108120,125811
79.8004,108126,125858
79.8026,108142,125873
79.8041,108151,125927
79.8066,108161,125959
79.8086,108202,126022
79.8109,108215,126049
79.8126,108231,126078
79.8156,108234,126119
79.8166,108259,126172
80.2681,108279,126208
80.2681,108303,126291
80.2681,108312,126312
80.2877,108310,126315
80.2887,108206,126075
80.2977,108014,125708
80.3041,107875,125339
80.3106,107780,125087
80.3165,107745,124967
80.3186,107725,124946
80.3206,107738,124954
80.3311,107753,124973
80.3311,107772,125003
80.3394,107783,125054
80.3414,107823,125110
80.3472,107831,125148
80.3492,107838,125147
80.3517,107839,125117
80.3563,107833,125094
80.3593,107814,125084
80.3652,107830,125074
80.3677,107842,125126
80.3709,107887,125156
80.3725,107904,125254
80.3742,107942,125318
80.7762,107973,125380
80.7844,107982,125447
80.79,108012,125473
80.792,108030,125517
80.7985,108034,125525
80.8024,108055,125570
80.805,108052,125581
80.8165,108063,125604
80.8198,108092,125624
80.8251,108094,125656
80.8301,108082,125687
80.831,108108,125692
80.8393,108124,125742
80.844,108130,125763
80.8485,108142,125796
80.8515,108163,125839
80.8515,108175,125857
80.8552,108190,125909
80.8562,108201,125946
80.8589,108225,125972
80.861,108185,125919
80.866,108103,125723
80.867,107931,125358
80.867,107784,124988
80.867,107694,124727
81.2785,107659,124589
81.2785,107657,124591
81.2785,107694,124667
81.2875,107735,124740
81.2905,107753,124804
81.2915,107782,124865
81.2955,107826,124946
81.2968,107852,125012
81.3018,107882,125040
81.3134,107879,125040
81.3182,107875,125053
81.3264,107894,125054
81.3299,107890,125070
81.3299,107926,125135
81.34,107970,125187
81.341,108017,125272
81.3455,108050,125380
81.3485,108096,125452
81.3495,108126,125534
81.3504,108171,125626
81.3528,108212,125689
81.3548,108221,125757
81.3568,108261,125814
81.3574,108257,125863
81.363,108297,125935
81.7696,108334,125984
81.7696,108371,126073
81.7789,108394,126148
81.7789,108442,126246
81.7826,108472,126328
81.7865,108511,126421
81.7913,108549,126515
81.7923,108587,126603
81.7943,108625,126696
81.8068,108663,126772
81.8101,108691,126859
81.8174,108721,126900
81.8195,108738,126962
81.8232,108679,126872
81.8257,108536,126577
81.8277,108370,126192
81.834,108264,125885
81.837,108178,125709
81.838,108200,125673
81.8403,108227,125728
81.8433,108248,125795
81.8451,108299,125873
81.8473,108325,125969
81.8493,108367,126056
81.853,108428,126131
82.2706,108459,126216
82.2706,108479,126214
82.2706,108467,126227
82.2706,108486,126232
82.2804,108491,126236
82.2824,108511,126311
82.2848,108528,126359
82.2868,108564,126453
82.2888,108611,126554
82.3019,108667,126660
82.3089,108694,126739
82.3169,108723,126817
82.3199,108735,126875
82.3259,108743,126926
82.3297,108750,126956
82.3297,108754,126977
82.3396,108779,127010
82.3485,108793,127058
82.3553,108798,127098
82.3589,108832,127128
82.3661,108840,127182
82.3671,108859,127205
82.3706,108872,127246
82.3724,108907,127297
82.3759,108922,127338
82.7713,108925,127391
82.7713,108969,127426
82.7926,108965,127494
82.7956,109008,127555
82.8035,109014,127579
82.8066,109000,127579
82.8128,108912,127406
82.8158,108743,127035
82.8213,108559,126614
82.8228,108431,126302
82.8368,108366,126114
82.8449,108340,126063
82.8506,108361,126089
82.8506,108410,126156
82.8561,108403,126193
82.8595,108431,126272
82.8641,108462,126342
82.8665,108498,126390
82.8695,108503,126379
82.8716,108482,126357
82.8752,108481,126326
82.8762,108479,126321
82.8772,108474,126316
82.8808,108481,126356
82.884,108510,126394
83.2723,108551,126456
83.2723,108602,126550
83.2839,108610,126634
83.287,108649,126694
83.2886,108654,126762
83.2944,108688,126799
83.2964,108689,126849
83.2964,108697,126862
83.3019,108713,126877
83.306,108719,126907
83.3111,108729,126950
83.3121,108750,126965
83.3121,108739,127005
83.3131,108786,127040
83.3131,108793,127098
83.3141,108800,127130
83.3141,108831,127147
83.3151,108846,127196
83.3151,108847,127211
83.3164,108878,127239
83.3174,108902,127268
83.3179,108934,127319
83.3187,108923,127366
83.3207,108939,127392
83.3227,108926,127386
83.7727,108818,127181
83.7727,108624,126755
83.7797,108440,126295
83.7817,108282,125941
83.7845,108226,125752
83.7869,108208,125708
83.7878,108256,125719
83.7888,108254,125794
83.7927,108281,125825
83.7927,108270,125851
83.7967,108289,125906
83.7977,108314,125956
83.7977,108334,125980
83.8163,108330,125967
83.8277,108287,125930
83.8302,108335,125915
83.8302,108276,125879
83.8412,108295,125922
83.844,108314,125974
83.8469,108330,126060
83.8489,108400,126102
83.8649,108442,126210
83.8709,108473,126274
83.8735,108484,126336
83.8776,108517,126381
84.2777,108493,126403
84.2777,108513,126431
84.2956,108503,126511
84.2974,108520,126513
84.2974,108524,126513
84.3061,108544,126538
84.3095,108561,126562
84.3166,108602,126645
84.3187,108611,126660
84.3234,108643,126737
84.3252,108680,126797
84.3272,108637,126830
84.3282,108675,126847
84.3313,108697,126919
84.3356,108686,126954
84.3384,108748,127010
84.3405,108778,127003
84.3416,108753,127088
84.3416,108774,127081
84.3425,108796,127172
84.3425,108771,127115
84.3435,108694,126933
84.3435,108509,126572
84.3445,108303,126049
84.3453,108152,125653
84.7823,108055,125420
84.7879,108049,125323
84.7935,108023,125321
84.7973,108065,125391
84.8048,108055,125386
84.8094,108070,125418
84.8094,108098,125449
84.8233,108096,125515
84.8303,108089,125578
84.8351,108101,125539
84.8371,108076,125509
84.8371,108063,125481
84.8449,108059,125451
84.8471,108050,125494
84.8471,108087,125408
84.8545,108072,125502
84.8555,108107,125510
84.8585,108086,125531
84.861,108110,125594
84.863,108102,125578
84.8659,108140,125616
84.8676,108128,125616
84.8686,108125,125603
84.8716,108120,125615
84.9006,108110,125627
85.2789,108147,125632
85.2799,108128,125645
85.2799,108179,125690
85.2882,108163,125689
85.3007,108179,125714
85.3064,108204,125755
85.3088,108220,125854
85.3186,108220,125893
85.3196,108271,125903
85.3232,108297,125972
85.325,108332,126017
85.327,108347,126076
85.331,108359,126117
85.336,108387,126181
85.338,108404,126219
85.3395,108410,126255
85.3395,108403,126261
85.3432,108287,125990
85.3456,108089,125525
85.3466,107891,125102
85.3503,107778,124789
85.3545,107718,124665
85.3555,107748,124686
85.3565,107770,124770
85.3565,107804,124848
85.775,107820,124840
85.7811,107835,124890
85.7811,107849,124962
85.7894,107862,124995
85.7934,107887,125021
85.7954,107878,124984
85.8018,107861,124987
85.8096,107879,124956
85.8167,107889,124993
85.8227,107897,125036
85.826,107904,125092
85.8296,107926,125155
85.8366,107965,125251
85.8366,107998,125306
85.8432,108009,125419
85.8468,108049,125449
85.8478,108047,125483
85.8488,108066,125521
85.8506,108082,125551
85.8546,108086,125573
85.8573,108098,125620
85.8604,108105,125649
85.8604,108134,125692
85.8614,108166,125746
85.8614,108177,125838
86.2862,108222,125882
86.2862,108259,125971
86.2862,108292,126058
86.2862,108310,126144
86.297,108355,126237
86.3,108384,126315
86.3023,108422,126377
86.3096,108445,126472
86.3243,108464,126530
86.3303,108512,126623
86.338,108526,126691
86.3395,108564,126775
86.3455,108597,126829
86.3495,108581,126828
86.3526,108460,126582
86.3599,108276,126111
86.3629,108063,125669
86.3639,107953,125355
86.3665,107896,125209
86.3675,107913,125211
86.369,107933,125293
86.373,107996,125387
86.3768,108010,125480
86.3789,108061,125551
86.3794,108105,125667
86.7886,108124,125743
86.8017,108134,125794
86.8061,108134,125789
86.8119,108125,125785
86.8149,108125,125788
86.8228,108144,125818
86.8248,108164,125874
86.8302,108184,125957
86.8421,108254,126052
86.846,108287,126168
86.8543,108333,126274
86.858,108383,126369
86.858,108404,126444
86.8644,108413,126496
86.8669,108442,126534
86.8679,108448,126563
86.8709,108461,126591
86.8755,108469,126589
86.879,108479,126634
86.8794,108505,126636
86.8831,108512,126679
86.8851,108525,126720
86.8866,108558,126727
86.8876,108560,126752
86.8904,108558,126790
87.2829,108581,126832
87.2829,108590,126832
87.2829,108590,126829
87.2901,108592,126847
87.291,108610,126853
87.292,108613,126890
87.294,108613,126874
87.3231,108613,126878
87.3231,108525,126730
87.3451,108357,126337
87.3603,108149,125823
87.3669,107973,125408
87.374,107862,125156
87.3891,107835,125030
87.401,107854,125059
87.4136,107905,125144
87.4218,107932,125246
87.4296,107971,125309
87.4327,107983,125386
87.4372,108014,125473
87.4446,108033,125496
87.4476,108000,125469
87.4496,107984,125414
87.4599,107983,125367
87.4641,107956,125353
87.7811,107983,125370
87.7833,107984,125407
87.7853,108022,125476
87.7853,108053,125564
87.7909,108096,125656
87.7927,108124,125756
87.8035,108145,125803
87.8107,108171,125867
87.8184,108202,125912
87.824,108204,125946
87.8275,108215,125961
87.8275,108223,125977
87.8335,108232,125993
87.8345,108240,126024
87.8371,108247,126072
87.8451,108255,126098
87.849,108304,126141
87.8513,108312,126195
87.8574,108342,126250
87.8599,108358,126289
87.864,108376,126317
87.8674,108392,126384
87.8704,108404,126440
87.873,108433,126504
87.8761,108477,126555
88.29,108484,126590
88.29,108482,126593
88.3023,108375,126375
88.3053,108175,125889
88.3063,107935,125363
88.3106,107784,124962
88.3136,107721,124763
88.3243,107706,124719
88.3243,107734,124759
88.3358,107788,124846
88.3378,107802,124919
88.3482,107815,124963
88.3511,107850,125016
88.3599,107845,125069
88.364,107878,125106
88.3649,107844,125081
88.3695,107848,125036
88.3701,107822,125010
88.3721,107810,125004
88.3721,107819,124996
88.3721,107843,125049
88.3772,107848,125112
88.3808,107870,125183
88.3836,107935,125275
88.3846,107951,125369
88.7856,107961,125420
88.7856,107967,125450
88.7916,107967,125445
88.7969,107960,125417
88.7979,107947,125422
88.7999,107946,125399
88.8019,107928,125396
88.8074,107939,125359
88.8115,107931,125378
88.8115,107919,125372
88.8169,107950,125415
88.8297,107966,125474
88.8366,107993,125511
88.8419,108011,125563
88.8484,108023,125616
88.8515,108070,125686
88.8545,108111,125711
88.8555,108133,125803
88.857,108156,125856
88.8593,108192,125920
88.8623,108196,125950
88.8643,108210,125966
88.868,108136,125877
88.869,107987,125504
88.87,107742,124972
89.287,107563,124522
89.287,107466,124263
89.287,107425,124126
89.287,107440,124155
89.2993,107487,124231
89.3024,107513,124343
89.3115,107545,124391
89.3162,107547,124426
89.3302,107579,124482
89.3412,107590,124531
89.3458,107580,124504
89.3478,107586,124469
89.35,107564,124426
89.3539,107524,124396
89.3549,107539,124383
89.3585,107549,124435
89.3606,107568,124485
89.3626,107633,124564
89.3636,107641,124612
89.368,107656,124673
89.3712,107651,124701
89.3744,107609,124627
89.3754,107577,124569
89.376,107576,124526
89.3765,107573,124521
89.7943,107583,124531
89.7986,107600,124588
89.8047,107627,124625
89.8087,107662,124705
89.8087,107666,124763
89.8213,107691,124867
89.8667,107743,124941
89.8677,107777,125067
89.8888,107838,125178
89.8922,107845,125304
89.9129,107929,125430
89.9129,107961,125551
89.9215,107999,125664
89.9258,108026,125738
89.9277,108075,125833
89.9395,108117,125910
89.9466,108156,126031
89.9479,108213,126127
89.9513,108210,126176
89.9588,108207,126151
89.9628,108061,125820
89.9683,107834,125347
89.9713,107642,124903
89.9713,107542,124604
89.9761,107462,124474
90.2874,107509,124493
90.2874,107511,124600
90.2874,107554,124668
90.3021,107633,124766
90.3129,107630,124818
90.3188,107612,124902
90.3207,107663,124956
90.3231,107713,124972
90.3307,107646,124961
90.333,107668,124951
90.334,107644,124941
90.3369,107675,124970
90.338,107695,125046
90.34,107750,125158
90.341,107789,125261
90.3445,107830,125381
90.3477,107873,125507
90.3507,107906,125602
90.3517,107961,125667
90.3524,108007,125714
90.3524,107993,125753
90.3536,107969,125755
90.3536,107995,125778
90.3546,108030,125766
90.3546,107991,125760
90.781,108043,125794
90.7887,107993,125803
90.7887,108037,125849
90.7887,108051,125888
90.7945,108055,125879
90.7969,108060,125934
90.811,108113,125961
90.8253,108107,125977
90.8301,108111,126019
90.8371,108102,126049
90.8401,108128,126096
90.8432,108151,126115
90.8441,108152,126135
90.8473,108188,126121
90.8517,108129,126035
90.8579,107963,125682
90.8653,107752,125136
90.8715,107533,124617
90.8768,107396,124341
90.8834,107398,124243
90.8857,107358,124271
90.8894,107420,124371
90.8904,107467,124427
90.8915,107503,124482
90.8935,107529,124564
91.2826,107554,124606
91.2826,107578,124645
91.2985,107581,124599
91.3085,107551,124525
91.3113,107472,124418
91.3174,107429,124407
91.3201,107445,124362
91.3231,107428,124412
91.3361,107469,124477
91.3411,107534,124560
91.3444,107576,124620
91.3493,107597,124755
91.3529,107676,124898
91.3529,107711,124977
91.3584,107715,125024
91.361,107731,125062
91.361,107761,125092
91.3659,107754,125079
91.3679,107772,125110
91.3689,107786,125151
91.3704,107768,125160
91.3715,107801,125171
91.3755,107786,125286
91.3785,107808,125295
91.3818,107827,125333
91.7911,107864,125398
91.7953,107940,125466
91.8017,107910,125495
91.8027,107899,125489
91.8137,107934,125543
91.816,107970,125643
91.8188,107991,125691
91.8252,108064,125750
91.8262,108035,125812
91.8262,107996,125718
91.8262,107806,125318
91.8329,107557,124713
91.8349,107353,124243
91.8376,107235,123914
91.8376,107209,123809
91.8376,107207,123844
91.8404,107295,123945
91.8404,107327,124039
91.8404,107357,124135
91.8414,107360,124204
91.8414,107421,124301
91.8424,107427,124391
91.8424,107447,124416
91.8434,107447,124414
91.8434,107444,124448
92.2824,107444,124439
92.2914,107448,124444
92.2914,107466,124480
92.2914,107483,124525
92.2971,107528,124585
92.299,107577,124685
92.3011,107607,124776
92.3024,107639,124823
92.3051,107655,124883
92.3062,107668,124931
92.3092,107670,124932
92.3123,107680,124902
92.3133,107681,124897
92.3143,107666,124922
92.3173,107708,124957
92.3301,107757,125068
92.3422,107835,125224
92.3444,107911,125415
92.3474,107993,125656
92.352,108121,125952
92.355,108193,126201
92.356,108296,126378
92.358,108351,126554
92.3658,108387,126657
92.3708,108460,126730
92.7901,108481,126849
92.7921,108489,126801
92.8064,108502,126837
92.8152,108522,126869
92.8193,108525,126883
92.8234,108356,126538
92.8306,108077,125887
92.8344,107766,125204
92.8361,107583,124744
92.8379,107457,124423
92.8484,107412,124272
92.8555,107429,124319
92.8648,107444,124352
92.8648,107476,124387
92.8737,107492,124426
92.8757,107545,124548
92.8787,107562,124608
92.8836,107553,124607
92.8856,107559,124625
92.8865,107582,124679
92.8865,107616,124811
92.8895,107668,124914
92.8935,107717,124985
92.8985,107740,125055
92.8995,107769,125074
93.2827,107761,125113
93.2827,107801,125149
93.2827,107849,125249
93.2956,107907,125371
93.2988,107993,125515
93.3007,108072,125686
93.3032,108146,125874
93.3043,108220,126011
93.3067,108264,126137
93.3087,108329,126212
93.3167,108345,126281
93.3291,108364,126319
93.3352,108424,126422
93.3378,108493,126575
93.3397,108557,126726
93.3445,108617,126866
93.346,108677,126991
93.349,108729,127090
93.3518,108772,127227
93.3584,108831,127314
93.367,108859,127430
93.3715,108926,127535
93.3772,108962,127640
93.3792,108993,127693
93.3863,108901,127490
93.8022,108646,126953
93.8022,108414,126363
93.8084,108230,125944
93.8198,108174,125730
93.8198,108153,125702
93.8324,108185,125757
93.8354,108217,125848
93.8393,108236,125886
93.8468,108241,125917
93.85,108257,125962
93.8508,108294,126031
93.8564,108293,125998
93.8626,108249,125938
93.8651,108243,125885
93.8669,108230,125897
93.8689,108278,125952
93.8699,108323,126064
93.8699,108417,126268
93.8728,108495,126480
93.8739,108610,126722
93.8759,108702,126918
93.8794,108755,127086
93.8824,108819,127220
93.8844,108872,127297
93.8844,108897,127347
94.2837,108881,127378
94.2993,108881,127342
94.2993,108870,127269
94.2993,108864,127275
94.3049,108827,127156
94.3098,108767,127039
94.3141,108669,126761
94.3161,108579,126488
94.3312,108496,126223
94.3425,108539,126239
94.3444,108601,126380
94.3444,108733,126645
94.349,108866,126969
94.3538,109026,127377
94.3548,109211,127781
94.3588,109370,128134
94.3609,109469,128383
94.3647,109373,128237
94.3681,109189,127790
94.3691,109046,127405
94.3713,108945,127187
94.3726,108949,127161
94.3726,108998,127262
94.3726,109095,127439
94.3804,109171,127601
94.8235,109221,127726
94.8393,109277,127870
94.8453,109325,128006
94.8483,109390,128146
94.8569,109425,128214
94.8669,109410,128194
94.8777,109406,128145
94.8818,109398,128168
94.8856,109431,128225
94.8882,109475,128282
94.8946,109528,128381
94.8986,109583,128468
94.9015,109618,128567
94.9045,109664,128662
94.9071,109714,128755
94.9094,109732,128818
94.9104,109771,128858
94.9134,109778,128876
94.9189,109785,128857
94.9219,109791,128861
94.9219,109791,128844
94.9219,109793,128857
94.9219,109806,128873
94.9219,109845,128970
94.9257,109870,129062
95.3012,109918,129136
95.3097,109938,129176
95.3134,109965,129216
95.3164,109966,129222
95.3164,109956,129184
95.3219,109926,129153
95.3265,109952,129180
95.3265,109975,129232
95.3327,110013,129347
95.3337,110051,129433
95.3375,110012,129420
95.3398,109833,129015
95.3412,109551,128382
95.3515,109322,127858
95.3515,109200,127550
95.3515,109199,127514
95.3579,109266,127644
95.3648,109325,127837
95.3686,109383,127935
95.3739,109389,127949
95.3759,109352,127860
95.3787,109331,127784
95.3817,109325,127752
95.3898,109316,127694
95.3918,109274,127628
95.7907,109280,127633
95.7907,109269,127614
95.8064,109300,127678
95.8134,109336,127806
95.8159,109419,127960
95.8159,109501,128117
95.8259,109561,128297
95.83,109635,128453
95.8335,109677,128552
95.8389,109724,128665
95.8399,109745,128728
95.8409,109779,128799
95.8409,109814,128870
95.8438,109828,128900
95.8479,109849,128943
95.8527,109877,129000
95.8527,109917,129089
95.8527,109917,129120
95.8527,109902,129133
95.855,109951,129214
95.855,109992,129287
95.855,110008,129408
95.856,110076,129543
95.856,110127,129643
95.857,110135,129698
96.295,110160,129747
96.295,110175,129781
96.295,110184,129830
96.295,110194,129827
96.295,110091,129595
96.3074,109816,129009
96.3085,109535,128342
96.3101,109318,127823
96.3101,109197,127494
96.3101,109159,127426
96.3173,109221,127560
96.3187,109300,127730
96.3207,109340,127859
96.3227,109376,127899
96.3257,109372,127976
96.3272,109436,128089
96.3439,109487,128187
96.3529,109478,128167
96.3567,109484,128118
96.3593,109438,128097
96.3648,109438,128080
96.3683,109446,128121
96.3703,109473,128167
96.3734,109502,128261
96.3863,109563,128412
96.8025,109627,128582
96.8025,109686,128739
96.8114,109745,128846
96.8166,109794,128960
96.8212,109809,129024
96.8241,109834,129082
96.8349,109884,129175
96.8415,109892,129200
96.8447,109937,129262
96.8498,109946,129324
96.8544,109976,129360
96.8584,109990,129425
96.8642,110031,129519
96.8669,110088,129629
96.8669,110126,129710
96.8702,110162,129779
96.8722,110179,129849
96.8746,110185,129913
96.8784,110238,129990
96.8817,110264,130095
96.8827,110325,130198
96.8827,110325,130241
96.8827,110190,129954
96.8837,109909,129310
96.8846,109647,128650
97.2922,109464,128203
97.2922,109383,128007
97.3079,109410,127982
97.3116,109427,128101
97.3161,109496,128224
97.3224,109518,128315
97.3292,109550,128374
97.333,109569,128473
97.335,109626,128566
97.3389,109677,128650
97.3409,109666,128680
97.3429,109675,128641
97.3445,109652,128621
97.3518,109642,128560
97.3529,109631,128579
97.3529,109649,128633
97.3529,109716,128758
97.3529,109807,128907
97.3558,109859,129074
97.3558,109924,129230
97.3558,109964,129373
97.3568,110028,129452
97.3568,110027,129483
97.3578,110033,129491
97.3585,110064,129561
97.8001,110065,129565
97.8021,110105,129622
97.8041,110090,129685
97.8168,110185,129764
97.8232,110209,129824
97.8303,110218,129832
97.8333,110227,129886
97.837,110228,129906
97.837,110251,129960
97.8467,110251,130013
97.8477,110276,130062
97.8506,110250,130046
97.8578,110289,130085
97.8649,110253,130038
97.8717,110016,129544
97.878,109711,128859
97.8787,109465,128182
97.8856,109284,127797
97.8899,109292,127775
97.8927,109298,127839
97.8927,109348,127942
97.8963,109403,128015
97.8973,109426,128106
97.9002,109438,128137
97.9022,109470,128207
98.3065,109499,128309
98.3065,109533,128370
98.3065,109553,128403
98.3065,109509,128327
98.3145,109505,128290
98.3196,109501,128194
98.3253,109442,128142
98.3289,109528,128139
98.3338,109488,128231
98.3363,109534,128331
98.3371,109565,128457
98.3371,109592,128569
98.3433,109655,128623
98.3464,109698,128705
98.3464,109715,128754
98.3514,109712,128877
98.3514,109725,128867
98.3525,109832,129000
98.3535,109837,129122
98.3535,109898,129160
98.3535,109895,129256
98.3545,109906,129293
98.3545,109935,129304
98.3555,109945,129344
98.3555,109952,129295
98.8016,109908,129247
98.8159,109889,129270
98.8271,109863,129273
98.8297,109877,129217
98.8361,109858,129155
98.8407,109820,129041
98.8432,109625,128576
98.853,109326,127933
98.8639,109037,127256
98.8692,108840,126775
98.8719,108759,126544
98.8783,108698,126472
98.8834,108798,126546
98.8873,108775,126574
98.8899,108776,126595
98.8909,108810,126603
98.892,108819,126677
98.8941,108870,126741
98.8962,108856,126825
98.8998,108860,126820
98.9026,108885,126793
98.9046,108863,126749
98.9046,108889,126776
98.9056,108901,126784
98.9062,108924,126869
99.3025,108938,126922
99.3025,108988,127035
99.3116,109043,127119
99.3168,109085,127203
99.3198,109106,127300
99.3208,109167,127406
99.3228,109237,127499
99.3263,109282,127655
99.3293,109300,127760
99.3314,109351,127882
99.3338,109392,127992
99.3499,109444,128095
99.3571,109497,128209
99.3605,109532,128294
99.364,109597,128491
99.3694,109682,128620
99.371,109717,128796
99.371,109794,128926
99.371,109865,129040
99.3807,109901,129185
99.3827,109956,129248
99.3867,109999,129418
99.3897,110050,129535
99.3918,110065,129580
99.3918,109987,129384
99.8062,109775,128908
99.8106,109509,128336
99.8106,109309,127855
99.8176,109221,127607
99.8196,109209,127538
99.8255,109229,127654
99.8265,109272,127748
99.8295,109316,127829
99.8305,109358,127951
99.8356,109396,128057
99.8388,109457,128206
99.8388,109471,128306
99.8612,109507,128305
99.8834,109499,128320
99.9065,109498,128353
99.9176,109504,128339
99.9306,109522,128367
99.9322,109553,128441
99.9346,109611,128546
99.948,109632,128653
99.955,109700,128758
99.9641,109725,128887
99.9671,109769,128969
99.9686,109805,129048
99.9746,109813,129103
100.3031,109860,129163
100.3053,109874,129184
100.3073,109869,129217
100.3103,109902,129255
100.3128,109924,129311
100.3153,109945,129334
100.3173,109943,129359
100.3364,109953,129377
100.3431,109972,129391
100.3522,109960,129398
100.3562,109978,129399
100.3633,110001,129395
100.3653,110005,129419
100.3717,110028,129453
100.3797,110047,129494
100.3838,110076,129549
100.3886,110103,129578
100.3925,110042,129463
100.3932,109871,129092
100.4003,109719,128700
100.4024,109647,128423
100.4083,109609,128333
100.4093,109630,128397
100.4103,109697,128512
100.4103,109740,128625
100.8002,109751,128693
100.8002,109765,128693
100.8085,109763,128708
100.8274,109773,128684
100.8359,109731,128618
100.8419,109692,128515
100.8484,109640,128445
100.8514,109660,128406
100.8637,109661,128432
100.8646,109687,128498
100.8755,109751,128627
100.8791,109861,128855
100.8846,109993,129168
100.8902,110220,129663
100.8936,110554,130369
100.8936,110950,131261
100.9017,111525,132487
100.9027,112129,133822
100.9037,112718,135134
100.907,113211,136237
100.9106,113629,137232
100.9183,114040,138061
100.9183,114702,139168
100.9193,115038,139966
100.9193,114558,139886
101.3019,113111,138371
101.3091,109671,133694
101.3091,103198,125464
101.3134,98963,119340
101.3157,98890,115415
101.3192,94335,106744
101.3274,87935,95957
101.3318,75760,79433
101.3318,64471,66816
101.3318,53692,55881
101.3355,44454,46624
101.3355,37522,40053
101.3365,31535,34329
101.3373,33341,35240
101.3391,58617,66764
101.3397,74859,91385
101.3409,84830,90980
101.3409,62915,63290
101.3409,32768,32768
101.342,7575,8151
101.343,3686,4095
101.3459,2354,2604
101.3467,1997,2129
101.3467,1856,1958
101.3509,1817,1901
101.8162,1799,1890
101.8162,1808,1915
101.8305,1848,1982
101.8369,1825,2011
101.841,1641,1908
101.842,1482,1743
101.844,1370,1575
101.8509,1286,1433
101.8536,1258,1321
101.8575,1237,1249
101.8575,1229,1217
101.8654,1222,1228
101.8675,1228,1218
101.8727,1224,1230
101.8748,1221,1243
101.8767,1225,1289
101.8787,1236,1304
101.8813,1236,1337
101.8833,1227,1344
101.886,1231,1343
101.8901,1240,1326
101.8941,1227,1293
101.8952,1218,1277
101.898,1219,1218
101.9,1221,1158
